,minutes,bonus,bps,total_points,output_clean_sheets
59494,0,0,0,0,0
60194,0,0,0,0,0
60879,0,0,0,0,0
61554,0,0,0,0,0
62460,0,0,0,0,0
63265,0,0,0,0,0
64108,0,0,0,0,0
65069,0,0,0,0,0
66264,0,0,0,0,0
67007,0,0,0,0,0
67820,0,0,0,0,0
68634,0,0,0,0,0
69383,0,0,0,0,0
70367,0,0,0,0,0
70368,0,0,0,0,0
71308,0,0,0,0,0
72134,0,0,0,0,0
72875,2,0,3,1,0
73454,0,0,0,0,0
74045,0,0,0,0,0
74644,1,0,4,1,0
75250,35,0,6,1,0
75871,0,0,0,0,0
76334,13,0,1,1,0
76949,15,0,5,1,0
77590,20,0,3,1,0
78233,0,0,0,0,0
79464,13,0,3,1,0
80119,0,0,0,0,0
80780,0,0,0,0,0
81446,0,0,0,0,0
82119,2,0,0,0,0
82797,0,0,0,0,0
83552,0,0,0,0,0
84377,0,0,0,0,0
84378,0,0,0,0,0
85102,9,0,4,1,0
85904,0,0,0,0,0
86715,0,0,0,0,0
86716,0,0,0,0,0
87470,0,0,0,0,0
88216,0,0,0,0,0
88965,0,0,0,0,0
89848,0,0,0,0,0
91561,1,0,2,1,0
92367,0,0,0,0,0
93125,28,0,5,1,0
94497,0,0,0,0,0
95447,0,0,0,0,0
95448,0,0,0,0,0
96237,0,0,0,0,0
97066,0,0,0,0,0
97987,90,0,26,6,1
97988,39,0,3,1,0
98781,90,0,11,2,0
99408,10,0,1,1,0
100017,0,0,0,0,0
100682,0,0,0,0,0
101382,28,0,7,1,0
102095,27,0,4,1,0
102813,22,0,5,1,0
49307,0,0,0,0,0
49913,0,0,0,0,0
50524,0,0,0,0,0
51137,0,0,0,0,0
51755,0,0,0,0,0
52373,0,0,0,0,0
52996,0,0,0,0,0
53621,0,0,0,0,0
54826,0,0,0,0,0
55462,15,0,5,1,0
56098,0,0,0,0,0
57833,0,0,0,0,0
58909,0,0,0,0,0
59787,90,0,21,6,1
59788,90,0,22,6,1
60536,90,0,8,2,0
61186,90,0,15,2,0
61923,90,1,25,9,1
61924,90,2,32,8,1
63413,90,0,10,2,0
63414,90,0,13,1,0
63572,90,0,7,0,0
64556,90,0,13,1,0
66446,90,0,13,1,0
66447,71,0,7,1,0
67170,0,0,0,0,0
68023,28,0,5,1,0
68024,90,3,38,15,1
68817,90,0,24,6,1
69548,90,0,20,2,0
69729,90,0,14,1,0
71408,90,0,8,1,0
71409,90,0,11,2,0
71740,45,0,2,1,0
99007,90,0,10,1,0
100264,90,0,15,1,0
100954,90,0,11,0,0
101659,90,0,10,1,0
102376,90,0,12,2,0
73187,0,0,0,0,0
73773,0,0,0,0,0
74369,0,0,0,0,0
74971,0,0,0,0,0
75585,0,0,0,0,0
76131,0,0,0,0,0
76653,0,0,0,0,0
77294,0,0,0,0,0
77936,0,0,0,0,0
78552,0,0,0,0,0
79165,0,0,0,0,0
79818,0,0,0,0,0
80478,1,0,3,1,0
81142,0,0,0,0,0
81812,0,0,0,0,0
82488,0,0,0,0,0
83197,0,0,0,0,0
83998,0,0,0,0,0
84778,0,0,0,0,0
85527,0,0,0,0,0
86347,0,0,0,0,0
87128,0,0,0,0,0
87867,0,0,0,0,0
87868,0,0,0,0,0
88623,0,0,0,0,0
89446,0,0,0,0,0
90185,0,0,0,0,0
91006,0,0,0,0,0
92021,0,0,0,0,0
92776,0,0,0,0,0
93473,0,0,0,0,0
94148,0,0,0,0,0
94993,0,0,0,0,0
95887,0,0,0,0,0
96680,0,0,0,0,0
97559,0,0,0,0,0
98424,0,0,0,0,0
23085,0,0,0,0,0
23627,0,0,0,0,0
24183,0,0,0,0,0
24749,0,0,0,0,0
25561,0,0,0,0,0
26152,0,0,0,0,0
26751,0,0,0,0,0
27352,0,0,0,0,0
27953,0,0,0,0,0
28522,0,0,0,0,0
29100,0,0,0,0,0
29707,0,0,0,0,0
30316,0,0,0,0,0
30928,0,0,0,0,0
31462,0,0,0,0,0
31998,0,0,0,0,0
32478,0,0,0,0,0
33184,0,0,0,0,0
33962,0,0,0,0,0
34610,0,0,0,0,0
35268,0,0,0,0,0
35933,0,0,0,0,0
36681,0,0,0,0,0
37440,0,0,0,0,0
38416,0,0,0,0,0
38417,0,0,0,0,0
39395,0,0,0,0,0
40110,0,0,0,0,0
41074,0,0,0,0,0
41764,0,0,0,0,0
43056,0,0,0,0,0
43652,0,0,0,0,0
44557,0,0,0,0,0
44558,0,0,0,0,0
45297,0,0,0,0,0
45958,0,0,0,0,0
46668,0,0,0,0,0
54252,0,0,0,0,0
54828,0,0,0,0,0
55464,0,0,0,0,0
56100,0,0,0,0,0
56663,0,0,0,0,0
57088,0,0,0,0,0
57835,0,0,0,0,0
58770,0,0,0,0,0
59513,0,0,0,0,0
59790,0,0,0,0,0
60538,0,0,0,0,0
61188,0,0,0,0,0
61927,0,0,0,0,0
61928,0,0,0,0,0
63574,0,0,0,0,0
64559,0,0,0,0,0
64560,0,0,0,0,0
66285,0,0,0,0,0
67025,0,0,0,0,0
67841,0,0,0,0,0
68652,0,0,0,0,0
69401,0,0,0,0,0
69732,0,0,0,0,0
69733,0,0,0,0,0
71466,0,0,0,0,0
71742,0,0,0,0,0
23086,90,0,10,1,0
23628,90,0,5,-1,0
24184,90,0,25,6,1
24750,90,0,23,6,1
25373,90,0,13,2,0
25963,90,0,30,6,1
26562,90,0,14,2,0
27162,0,0,0,0,0
27763,90,0,11,1,0
28351,90,0,11,0,0
28909,90,0,9,2,0
29516,90,0,14,2,0
30123,90,0,13,1,0
30734,90,0,8,1,0
31313,90,0,12,2,0
31825,90,0,15,1,0
32343,90,0,15,1,0
32886,63,0,8,1,0
33757,90,0,22,6,1
34403,90,0,15,1,0
35056,90,0,15,2,0
35720,90,0,23,6,1
36427,90,0,18,2,0
37204,90,0,20,6,1
38059,90,0,12,2,0
38060,90,1,25,7,0
39620,90,3,26,9,1
40310,90,0,15,2,0
41274,90,0,12,1,0
41965,90,0,26,6,1
42655,90,1,26,7,1
43218,90,0,15,0,0
43839,90,0,13,2,0
44862,90,0,15,1,0
45466,90,0,18,1,0
46162,90,0,11,2,0
46875,90,0,14,1,0
47331,90,0,15,2,0
47894,90,0,16,2,0
48470,86,0,13,2,0
49066,90,0,24,6,1
49670,90,0,10,0,0
50279,90,0,25,6,1
50891,90,0,18,2,0
51506,90,0,24,7,0
52124,90,0,11,2,0
52746,90,0,15,2,0
53370,90,0,9,1,0
53999,90,0,26,6,1
54593,90,2,29,8,1
55209,90,0,26,6,1
55848,90,0,11,2,0
56452,90,0,12,2,0
56945,90,2,26,8,1
57247,90,1,29,7,1
58732,90,0,20,6,1
59477,90,1,27,9,0
60251,90,0,12,2,0
60923,80,0,15,2,0
61605,90,0,28,6,1
62530,90,0,9,2,0
62531,90,0,16,1,0
63250,90,0,15,2,0
64176,90,0,12,1,0
64177,90,0,24,6,1
65132,90,3,37,14,1
65577,90,0,13,1,0
66244,90,0,4,1,0
66989,90,0,15,2,0
68615,90,0,16,2,0
69365,90,0,12,0,0
70449,90,1,29,8,0
70450,90,0,15,0,0
71195,45,0,12,1,0
72187,90,0,18,1,0
72776,0,0,0,0,0
73353,80,0,14,2,0
73941,90,0,14,2,0
74540,90,3,26,8,0
75145,90,0,10,2,0
75764,90,0,27,6,1
76265,90,0,23,5,1
76835,90,1,23,9,0
77476,90,0,14,1,0
78119,90,0,21,1,0
78718,90,0,12,2,0
79349,90,0,28,6,1
80004,90,1,28,7,1
80664,90,0,12,1,0
81330,90,0,14,1,0
82002,0,0,0,0,0
82678,90,0,7,2,0
83414,90,0,14,0,0
84225,90,0,11,1,0
84975,90,0,12,1,0
85752,90,0,19,6,1
86570,90,0,7,0,0
87335,90,0,19,6,1
88078,90,0,15,1,0
88079,0,0,0,0,0
88830,0,0,0,0,0
89688,0,0,0,0,0
90332,0,0,0,0,0
91338,0,0,0,0,0
92228,0,0,0,0,0
92984,0,0,0,0,0
93645,0,0,0,0,0
94356,0,0,0,0,0
95263,0,0,0,0,0
96096,0,0,0,0,0
96906,34,0,3,1,0
97808,0,0,0,0,0
98638,90,0,24,6,1
37149,0,0,0,0,0
37968,0,0,0,0,0
39235,0,0,0,0,0
39966,0,0,0,0,0
40474,0,0,0,0,0
40930,0,0,0,0,0
41620,0,0,0,0,0
42314,0,0,0,0,0
42942,0,0,0,0,0
43521,0,0,0,0,0
44341,0,0,0,0,0
45174,0,0,0,0,0
45809,0,0,0,0,0
46518,0,0,0,0,0
47152,0,0,0,0,0
47712,0,0,0,0,0
48283,0,0,0,0,0
48868,0,0,0,0,0
49470,0,0,0,0,0
50077,0,0,0,0,0
50689,0,0,0,0,0
51303,0,0,0,0,0
51921,0,0,0,0,0
52541,0,0,0,0,0
53164,0,0,0,0,0
53792,0,0,0,0,0
54411,0,0,0,0,0
54999,0,0,0,0,0
55637,0,0,0,0,0
56262,0,0,0,0,0
56796,0,0,0,0,0
57500,0,0,0,0,0
57956,0,0,0,0,0
58866,0,0,0,0,0
58867,0,0,0,0,0
59614,0,0,0,0,0
59998,0,0,0,0,0
60710,0,0,0,0,0
61370,0,0,0,0,0
62207,0,0,0,0,0
63368,0,0,0,0,0
63846,0,0,0,0,0
64819,0,0,0,0,0
65482,0,0,0,0,0
66393,0,0,0,0,0
67122,0,0,0,0,0
67956,0,0,0,0,0
68763,0,0,0,0,0
69500,0,0,0,0,0
70053,0,0,0,0,0
71323,0,0,0,0,0
71938,0,0,0,0,0
72743,1,0,3,1,0
73320,0,0,0,0,0
73907,0,0,0,0,0
74506,0,0,0,0,0
75111,0,0,0,0,0
75729,0,0,0,0,0
76237,0,0,0,0,0
76799,0,0,0,0,0
77440,0,0,0,0,0
78082,0,0,0,0,0
78687,0,0,0,0,0
79311,0,0,0,0,0
79966,0,0,0,0,0
80626,0,0,0,0,0
81292,0,0,0,0,0
81963,0,0,0,0,0
82639,0,0,0,0,0
83368,0,0,0,0,0
84174,0,0,0,0,0
84934,0,0,0,0,0
85704,0,0,0,0,0
86524,0,0,0,0,0
87293,0,0,0,0,0
88040,0,0,0,0,0
88788,0,0,0,0,0
89641,0,0,0,0,0
91272,0,0,0,0,0
91273,0,0,0,0,0
92186,0,0,0,0,0
92942,0,0,0,0,0
93614,0,0,0,0,0
94314,0,0,0,0,0
95199,0,0,0,0,0
95200,0,0,0,0,0
96053,0,0,0,0,0
96858,0,0,0,0,0
97753,0,0,0,0,0
98594,0,0,0,0,0
99440,0,0,0,0,0
100046,0,0,0,0,0
100714,0,0,0,0,0
101415,0,0,0,0,0
102130,0,0,0,0,0
102848,0,0,0,0,0
24185,0,0,0,0,0
24751,90,0,10,3,1
25583,90,0,9,2,0
26174,90,0,2,1,0
26773,90,0,6,2,0
27374,90,0,16,1,0
27976,90,2,32,10,1
28543,90,1,32,7,0
29123,79,0,13,2,0
29730,90,0,3,1,0
30340,90,0,9,2,0
30952,90,0,10,2,0
31481,90,0,8,2,0
32020,90,0,10,1,0
33220,0,0,0,0,0
33221,90,0,13,1,0
33987,0,0,0,0,0
34635,90,0,10,2,0
35295,16,0,7,1,0
35960,90,0,3,1,0
36713,90,0,15,4,0
37468,90,0,12,3,1
38467,90,0,16,6,1
38468,77,0,20,2,0
39426,90,0,14,3,1
40136,90,0,7,2,0
41100,0,0,0,0,0
41790,18,0,3,1,0
42477,0,0,0,0,0
43077,90,0,1,1,0
43677,90,0,7,2,0
44592,90,0,8,1,0
45322,90,0,8,2,0
45984,90,0,17,2,0
46694,90,0,1,1,0
47111,0,0,0,0,0
47671,90,0,6,3,1
48242,90,3,50,15,0
48827,90,0,21,8,1
49427,90,0,4,2,0
50034,90,0,12,4,0
50646,70,0,1,2,0
51259,90,0,8,2,0
51877,85,0,15,2,0
52497,90,3,38,13,1
53120,90,3,31,11,1
53748,80,0,29,5,0
54369,90,0,14,2,0
54954,90,0,7,1,0
55591,90,0,17,2,0
56218,90,3,51,15,0
56765,90,0,11,2,0
57466,74,0,11,2,0
57919,0,0,0,0,0
58625,0,0,0,0,0
59360,90,2,25,9,0
59939,90,0,-1,1,0
60661,90,0,7,1,0
61317,90,0,12,3,1
62134,0,0,0,0,0
62135,90,2,40,12,0
63155,90,0,7,2,0
63770,90,0,3,2,1
64749,90,0,8,2,1
66120,90,0,4,3,1
66875,57,0,0,1,0
67668,59,0,-2,0,0
68489,90,0,1,3,1
69249,90,0,11,2,0
69968,62,0,8,3,1
70822,90,0,8,1,0
70823,16,0,2,1,0
71884,90,0,10,3,1
72845,1,0,3,1,0
73424,5,0,8,1,0
74013,63,0,9,2,0
74612,27,0,-2,-2,0
75218,0,0,0,0,0
75839,59,0,11,1,0
76916,14,2,26,8,0
77557,85,0,22,3,1
78200,32,0,-1,1,0
78794,15,0,3,1,0
79431,0,0,0,0,0
80086,78,0,22,5,0
80747,26,0,-1,0,0
81413,90,0,14,2,0
82085,8,0,5,1,0
82762,18,0,2,0,0
83512,21,0,2,1,0
83513,11,0,3,1,0
84334,90,0,20,2,1
85067,90,0,3,3,1
85861,90,0,9,2,1
86676,11,0,4,1,0
87433,6,0,4,1,0
88184,0,0,0,0,0
88928,22,0,3,0,0
89803,45,0,6,1,0
90401,28,0,0,1,0
91497,10,0,1,1,0
91498,21,0,3,1,0
92330,90,0,5,1,0
93088,90,2,29,8,0
94460,45,0,6,1,0
95400,19,0,0,0,0
96200,90,3,36,10,0
97024,90,0,6,1,0
97937,68,0,5,2,0
97938,81,0,3,2,0
98744,69,0,10,2,0
99363,90,0,14,2,0
99979,74,0,15,2,0
100634,90,0,17,3,1
101331,61,0,8,1,0
102043,90,0,14,3,1
102760,90,0,22,2,0
23630,76,3,44,14,1
24186,0,0,0,0,0
24752,0,0,0,0,0
25772,0,0,0,0,0
26368,0,0,0,0,0
26968,0,0,0,0,0
27569,15,0,3,1,0
28172,73,0,10,2,0
29319,0,0,0,0,0
29926,0,0,0,0,0
30537,0,0,0,0,0
31151,0,0,0,0,0
31654,0,0,0,0,0
32203,0,0,0,0,0
33536,0,0,0,0,0
33537,0,0,0,0,0
34195,0,0,0,0,0
34843,0,0,0,0,0
35506,0,0,0,0,0
36173,0,0,0,0,0
36963,0,0,0,0,0
37712,0,0,0,0,0
38833,0,0,0,0,0
38834,0,0,0,0,0
39129,0,0,0,0,0
39869,0,0,0,0,0
40437,0,0,0,0,0
40832,0,0,0,0,0
41519,0,0,0,0,0
42212,0,0,0,0,0
42864,0,0,0,0,0
43425,0,0,0,0,0
44187,0,0,0,0,0
44188,0,0,0,0,0
45088,0,0,0,0,0
45703,0,0,0,0,0
46411,0,0,0,0,0
47324,0,0,0,0,0
47887,0,0,0,0,0
48463,0,0,0,0,0
49059,0,0,0,0,0
49663,0,0,0,0,0
50272,0,0,0,0,0
50884,0,0,0,0,0
51499,0,0,0,0,0
52117,0,0,0,0,0
52739,0,0,0,0,0
53363,0,0,0,0,0
53992,0,0,0,0,0
54586,0,0,0,0,0
55202,0,0,0,0,0
55841,0,0,0,0,0
56446,0,0,0,0,0
56939,0,0,0,0,0
57647,0,0,0,0,0
58675,0,0,0,0,0
59416,0,0,0,0,0
60242,0,0,0,0,0
60916,0,0,0,0,0
61597,0,0,0,0,0
62520,0,0,0,0,0
63205,0,0,0,0,0
64163,0,0,0,0,0
64164,0,0,0,0,0
65122,0,0,0,0,0
65575,0,0,0,0,0
66182,0,0,0,0,0
66932,0,0,0,0,0
68551,0,0,0,0,0
69307,0,0,0,0,0
70434,0,0,0,0,0
70435,0,0,0,0,0
71024,0,0,0,0,0
71025,0,0,0,0,0
72178,0,0,0,0,0
23088,0,0,0,0,0
23631,90,0,9,1,0
24187,90,0,12,1,0
24753,90,1,26,7,1
25652,90,2,16,4,0
26246,90,0,16,1,0
26845,90,0,10,2,0
27446,90,0,17,2,0
28048,74,0,22,6,1
28606,0,0,0,0,0
29195,0,0,0,0,0
29802,0,0,0,0,0
30412,0,0,0,0,0
31026,0,0,0,0,0
31544,0,0,0,0,0
32086,0,0,0,0,0
33336,0,0,0,0,0
33337,0,0,0,0,0
34063,0,0,0,0,0
34711,0,0,0,0,0
35372,90,0,10,1,0
36037,90,0,17,1,0
36807,90,0,10,2,0
37551,90,0,19,6,1
38605,90,0,15,6,1
38606,90,0,15,2,0
39004,90,3,38,9,1
39754,90,0,12,2,0
40717,90,0,5,1,0
41404,90,0,25,6,1
42098,90,0,5,1,0
42770,90,0,16,1,0
43328,90,0,21,5,0
44011,90,2,34,6,0
44998,90,0,9,1,0
45587,90,0,15,1,0
46293,90,0,8,1,0
57128,0,0,0,0,0
57436,0,0,0,0,0
57888,0,0,0,0,0
58524,0,0,0,0,0
59245,0,0,0,0,0
59880,0,0,0,0,0
60615,0,0,0,0,0
61271,0,0,0,0,0
62056,0,0,0,0,0
63061,0,0,0,0,0
63692,0,0,0,0,0
64681,0,0,0,0,0
66000,0,0,0,0,0
66767,0,0,0,0,0
67553,0,0,0,0,0
68372,0,0,0,0,0
69140,0,0,0,0,0
69881,3,0,5,1,0
69882,0,0,0,0,0
71499,0,0,0,0,0
71831,0,0,0,0,0
47901,64,0,7,1,0
48477,50,0,7,1,0
49073,0,0,0,0,0
49677,90,0,10,1,0
50286,90,0,8,1,0
50898,0,0,0,0,0
51514,90,0,12,0,0
52132,90,0,29,4,0
52754,90,0,19,2,0
53378,90,0,15,2,0
54007,90,0,14,2,0
54600,90,0,13,0,0
55217,90,0,8,1,0
55856,90,0,9,0,0
56457,90,0,10,1,0
58118,90,0,12,0,0
58841,90,0,8,2,0
59585,90,0,18,2,0
60260,0,0,0,0,0
60261,90,0,22,6,1
60930,90,0,13,2,0
61616,90,0,15,1,0
62542,90,1,26,7,1
62543,90,0,22,0,0
63347,90,0,25,6,1
64189,90,0,15,1,0
64190,90,0,16,0,0
65144,1,0,3,1,0
66364,0,0,0,0,0
67096,0,0,0,0,0
67923,3,0,3,1,0
68731,22,0,2,1,0
69473,0,0,0,0,0
70465,90,0,8,2,0
70466,4,0,5,1,0
71134,90,0,13,0,0
72196,0,0,0,0,0
25282,0,0,0,0,0
25872,0,0,0,0,0
26471,0,0,0,0,0
27071,0,0,0,0,0
27672,0,0,0,0,0
28269,0,0,0,0,0
28817,0,0,0,0,0
29424,0,0,0,0,0
30031,0,0,0,0,0
30642,0,0,0,0,0
31246,90,0,18,6,1
31740,90,0,23,6,1
32743,90,0,24,6,1
32744,90,0,12,2,0
33664,90,2,26,9,0
34308,90,0,23,7,0
34958,90,0,10,2,0
35621,90,0,24,6,1
36302,90,0,23,6,1
37098,90,0,10,2,0
37881,90,0,12,1,0
39398,90,1,28,13,1
40113,90,0,10,0,0
40536,90,0,8,-1,0
41077,90,0,8,0,0
41767,90,0,8,1,0
42456,35,0,-2,-3,0
43059,0,0,0,0,0
43655,90,0,15,1,0
44562,90,0,15,2,0
45300,90,0,11,2,0
45961,90,0,11,1,0
46671,90,0,19,6,1
47455,90,0,16,1,0
48021,90,0,7,2,0
48598,90,0,17,1,0
49196,90,0,26,6,1
49802,0,0,0,0,0
50413,1,0,4,1,0
51026,0,0,0,0,0
51643,11,0,5,1,0
52261,1,0,3,1,0
52884,0,0,0,0,0
53508,68,0,13,1,0
54138,90,0,10,2,0
54712,90,0,16,1,0
55348,90,0,7,2,0
55988,90,0,14,1,0
56572,90,0,13,5,1
57035,90,0,10,1,0
57748,90,0,25,4,0
58209,90,0,4,1,0
58469,90,0,8,1,0
58470,90,0,22,6,1
59182,90,0,6,1,0
60419,90,0,11,2,0
61058,90,0,26,6,1
61756,90,0,23,7,0
62754,90,1,24,9,0
63010,90,0,22,6,1
64387,90,0,9,1,0
65335,90,0,13,2,0
65651,90,0,24,3,0
65936,90,0,12,2,0
66706,90,0,15,1,0
67468,90,0,11,2,0
68302,85,0,-1,-1,0
69078,0,0,0,0,0
70706,66,0,34,9,1
71178,90,0,4,1,0
72343,90,0,13,1,0
72578,0,0,0,0,0
73154,0,0,0,0,0
73739,0,0,0,0,0
74335,0,0,0,0,0
74937,0,0,0,0,0
75548,0,0,0,0,0
76103,0,0,0,0,0
76615,90,0,20,6,1
77255,90,0,22,5,0
77897,0,0,0,0,0
78516,0,0,0,0,0
79126,0,0,0,0,0
79779,90,0,10,2,0
80439,90,0,10,0,0
81102,90,0,5,0,0
81771,90,0,16,1,0
82447,90,0,7,1,0
83147,90,0,11,1,0
83950,0,0,0,0,0
84736,0,0,0,0,0
85483,90,1,32,12,1
86300,90,1,19,3,0
87084,90,0,11,2,0
87819,90,0,15,2,0
87820,90,0,16,1,0
88579,90,2,28,8,1
89393,90,0,18,1,0
90152,45,0,6,0,0
90935,64,0,9,2,0
91977,90,0,24,6,1
92732,90,2,27,8,1
93438,90,0,10,1,0
94104,90,0,23,6,1
94938,45,0,6,-1,0
95843,90,1,24,7,1
96632,90,0,8,0,0
97506,90,0,13,1,0
98380,0,0,0,0,0
99282,90,0,15,2,0
99902,70,0,11,-1,0
100548,90,0,23,5,1
101245,90,0,12,1,0
101958,90,0,11,1,0
102675,90,0,12,2,0
47679,0,0,0,0,0
48250,0,0,0,0,0
48835,0,0,0,0,0
49435,82,0,14,1,0
50042,0,0,0,0,0
50654,90,0,15,1,0
51268,90,0,13,1,0
51886,90,0,15,1,0
52506,90,0,10,0,0
53129,90,3,29,8,1
53757,0,0,0,0,0
54964,0,0,0,0,0
55601,0,0,0,0,0
57157,0,0,0,0,0
57473,0,0,0,0,0
57927,0,0,0,0,0
58632,0,0,0,0,0
59369,0,0,0,0,0
59950,0,0,0,0,0
60671,90,0,17,0,0
61330,90,0,22,1,0
62150,90,0,11,0,0
62151,90,0,13,2,0
63162,90,1,33,7,1
63785,51,0,4,0,0
64763,90,0,13,1,0
64764,90,3,38,14,1
65466,90,0,15,2,0
66129,90,0,21,2,0
66884,90,0,29,6,1
67679,90,0,7,2,0
68499,90,3,32,9,1
69258,90,0,16,2,0
69983,90,0,15,2,0
69984,0,0,0,0,0
71286,0,0,0,0,0
71895,0,0,0,0,0
72422,90,0,11,2,0
72995,90,0,16,1,0
73577,0,0,0,0,0
74169,0,0,0,0,0
74770,0,0,0,0,0
75378,90,0,13,1,0
75989,31,0,5,1,0
76443,90,0,8,1,0
77082,90,2,28,8,1
77723,86,0,22,6,1
78361,90,0,17,1,0
78951,0,0,0,0,0
79599,0,0,0,0,0
80256,0,0,0,0,0
80917,0,0,0,0,0
81584,0,0,0,0,0
82259,90,0,9,0,0
82946,90,0,23,6,1
83717,90,0,9,0,0
83718,90,0,9,-1,0
84539,90,0,17,5,1
85252,86,0,15,3,1
86070,0,0,0,0,0
86875,90,0,26,6,1
87620,90,0,25,6,1
88370,90,0,12,2,0
89130,90,0,18,2,0
89996,90,0,14,1,0
90591,90,0,19,4,0
91768,90,0,7,1,0
92522,90,0,17,1,0
93269,90,0,14,-2,0
93892,90,0,22,1,0
94673,90,0,25,3,0
95630,90,1,32,7,1
96398,90,0,14,0,0
97246,0,0,0,0,0
98164,0,0,0,0,0
99417,13,0,15,7,0
100026,90,0,26,6,1
100691,90,1,31,7,1
101391,90,0,29,7,0
102104,90,0,16,2,0
102822,90,0,5,-2,0
49358,90,0,22,6,0
49964,90,0,7,2,0
50575,33,0,2,1,0
51188,90,0,8,2,0
51806,90,0,-4,1,0
52425,70,3,46,12,1
53048,90,0,0,1,0
53675,90,0,12,5,0
54301,26,0,-2,0,0
54880,87,3,53,13,0
55516,90,0,9,2,1
56147,90,3,31,9,1
57418,90,0,1,1,0
57870,90,3,36,12,0
58573,90,0,8,2,0
59297,0,0,0,0,0
59298,70,0,5,2,1
59848,90,0,7,2,1
60586,22,0,1,1,0
61243,90,0,4,2,0
61244,90,2,35,8,1
62011,84,0,-2,1,0
63107,90,0,-2,2,1
63653,0,0,0,0,0
64642,82,3,85,17,0
66060,0,0,0,0,0
66820,90,0,6,1,0
67614,90,3,85,17,0
67615,0,0,0,0,0
68428,90,2,31,7,0
68429,90,3,32,9,0
69193,90,1,36,7,1
69826,90,0,-1,1,0
71799,0,0,0,0,0
72401,37,0,3,1,0
72974,90,0,2,2,0
73555,4,0,1,1,0
74147,22,0,-1,1,0
74748,22,0,0,1,0
75356,32,0,0,1,0
76420,0,0,0,0,0
77058,61,3,34,9,1
77699,71,0,0,1,1
78340,0,0,0,0,0
78927,0,0,0,0,0
79575,90,0,4,2,1
80232,90,0,-1,1,0
80893,0,0,0,0,0
81560,0,0,0,0,0
82235,0,0,0,0,0
82918,0,0,0,0,0
83684,0,0,0,0,0
83685,0,0,0,0,0
84513,0,0,0,0,0
85223,0,0,0,0,0
85224,0,0,0,0,0
86040,0,0,0,0,0
86848,0,0,0,0,0
88343,0,0,0,0,0
89097,0,0,0,0,0
90551,0,0,0,0,0
90552,0,0,0,0,0
91741,0,0,0,0,0
92495,0,0,0,0,0
93865,0,0,0,0,0
94638,0,0,0,0,0
94639,0,0,0,0,0
95603,0,0,0,0,0
96370,0,0,0,0,0
97215,0,0,0,0,0
97216,0,0,0,0,0
98137,0,0,0,0,0
43642,0,0,0,0,0
44541,0,0,0,0,0
45288,0,0,0,0,0
45947,0,0,0,0,0
46657,0,0,0,0,0
47113,0,0,0,0,0
47673,0,0,0,0,0
48244,0,0,0,0,0
48829,0,0,0,0,0
49429,23,0,4,1,0
50036,1,0,2,1,0
50648,0,0,0,0,0
51261,9,0,2,1,0
51879,36,0,3,1,0
52499,0,0,0,0,0
53122,0,0,0,0,0
53750,0,0,0,0,0
54372,0,0,0,0,0
54957,0,0,0,0,0
55594,0,0,0,0,0
56221,0,0,0,0,0
56766,0,0,0,0,0
57154,50,0,2,1,0
58884,0,0,0,0,0
59632,0,0,0,0,0
59943,0,0,0,0,0
60665,0,0,0,0,0
61322,0,0,0,0,0
62140,0,0,0,0,0
62141,0,0,0,0,0
63388,0,0,0,0,0
63776,0,0,0,0,0
63777,0,0,0,0,0
64754,0,0,0,0,0
65460,0,0,0,0,0
66414,0,0,0,0,0
67141,7,0,7,1,0
68782,0,0,0,0,0
69519,0,0,0,0,0
69973,0,0,0,0,0
69974,0,0,0,0,0
71364,0,0,0,0,0
71888,0,0,0,0,0
72853,5,0,2,1,0
73432,0,0,0,0,0
74021,0,0,0,0,0
74620,0,0,0,0,0
75226,0,0,0,0,0
75847,31,0,4,1,0
76925,11,0,3,1,0
77566,28,0,3,1,0
78209,6,0,2,1,0
78802,90,0,1,2,0
79440,26,0,25,6,0
80095,90,1,25,7,0
80756,90,3,42,13,0
81422,90,0,28,7,0
82094,0,0,0,0,0
82772,20,0,2,1,0
83525,62,0,11,4,0
84344,0,0,0,0,0
85077,0,0,0,0,0
85872,33,0,2,1,0
85873,82,0,17,5,0
86688,90,0,3,2,0
87444,60,0,5,3,1
88194,29,0,-1,1,0
88939,90,0,11,2,0
89818,65,0,10,2,0
90410,9,0,15,4,0
91516,73,0,4,2,0
91517,16,0,-3,0,0
92341,0,0,0,0,0
93099,24,0,6,1,0
93733,90,0,8,2,0
94471,58,0,8,1,0
95413,90,0,2,2,0
96211,25,0,3,1,0
97037,0,0,0,0,0
97953,28,0,-3,0,0
98755,0,0,0,0,0
23089,0,0,0,0,0
23632,0,0,0,0,0
24188,29,0,4,1,0
24755,0,0,0,0,0
25253,0,0,0,0,0
25843,69,0,11,2,0
26441,0,0,0,0,0
27041,90,0,8,3,1
27642,16,0,4,1,0
28243,90,0,11,3,1
28787,90,0,15,1,0
29394,90,0,12,2,0
30001,21,0,0,1,0
30612,82,0,12,2,0
31219,67,0,9,3,1
31713,0,0,0,0,0
32694,14,0,3,1,0
32695,0,0,0,0,0
33631,12,0,3,1,0
34275,33,0,22,4,0
34925,11,0,3,1,0
35588,67,0,18,2,0
36265,74,0,6,2,1
37059,62,0,15,2,0
37827,79,0,23,8,1
37828,61,0,13,2,0
39294,0,0,0,0,0
